Surname,Name,Middle_name,Type,"Количество доставок"
Дьячков,Аникита,Бориславович,Керосин,416
Антонов,Еремей,Ефстафьевич,АИ-100,580
Антонов,Еремей,Ефстафьевич,АИ-101,361
Антонов,Еремей,Ефстафьевич,АИ-102,521
Антонов,Еремей,Ефстафьевич,АИ-80,756
Антонов,Еремей,Ефстафьевич,АИ-92,567
Антонов,Еремей,Ефстафьевич,АИ-95,385
Антонов,Еремей,Ефстафьевич,АИ-98,332
Антонов,Еремей,Ефстафьевич,"Биодизельное топливо",476
Антонов,Еремей,Ефстафьевич,"Дизельное топливо",224
Антонов,Еремей,Ефстафьевич,Керосин,395
Беляков,Герман,Германович,АИ-100,294
Беляков,Герман,Германович,АИ-101,508
Беляков,Герман,Германович,АИ-102,442
Беляков,Герман,Германович,АИ-80,372
Беляков,Герман,Германович,АИ-92,361
Беляков,Герман,Германович,АИ-95,454
Беляков,Герман,Германович,АИ-98,745
Беляков,Герман,Германович,"Биодизельное топливо",322
Беляков,Герман,Германович,"Дизельное топливо",315
Беляков,Герман,Германович,Керосин,226
Никифоров,Авксентий,Елизарович,АИ-100,422
Никифоров,Авксентий,Елизарович,АИ-101,330
Никифоров,Авксентий,Елизарович,АИ-102,397
Никифоров,Авксентий,Елизарович,АИ-80,315
Никифоров,Авксентий,Елизарович,АИ-92,586
Никифоров,Авксентий,Елизарович,АИ-95,189
Никифоров,Авксентий,Елизарович,АИ-98,379
Никифоров,Авксентий,Елизарович,"Биодизельное топливо",335
Никифоров,Авксентий,Елизарович,"Дизельное топливо",390
Никифоров,Авксентий,Елизарович,Керосин,131
Сысоев,Добромысл,Валерианович,АИ-100,582
Сысоев,Добромысл,Валерианович,АИ-101,706
Сысоев,Добромысл,Валерианович,АИ-102,691
Сысоев,Добромысл,Валерианович,АИ-80,569
Сысоев,Добромысл,Валерианович,АИ-92,468
Сысоев,Добромысл,Валерианович,АИ-95,522
Сысоев,Добромысл,Валерианович,АИ-98,728
Сысоев,Добромысл,Валерианович,"Биодизельное топливо",284
Сысоев,Добромысл,Валерианович,"Дизельное топливо",609
Сысоев,Добромысл,Валерианович,Керосин,695
Дмитриев,Август,Артемьевич,АИ-100,554
Дмитриев,Август,Артемьевич,АИ-101,589
Дмитриев,Август,Артемьевич,АИ-102,788
Дмитриев,Август,Артемьевич,АИ-80,788
Дмитриев,Август,Артемьевич,АИ-92,654
Дмитриев,Август,Артемьевич,АИ-95,546
Дмитриев,Август,Артемьевич,АИ-98,708
Дмитриев,Август,Артемьевич,"Биодизельное топливо",629
Дмитриев,Август,Артемьевич,"Дизельное топливо",690
Дмитриев,Август,Артемьевич,Керосин,748
Бобылев,Никанор,Гурьевич,АИ-100,543
Бобылев,Никанор,Гурьевич,АИ-101,452
Бобылев,Никанор,Гурьевич,АИ-102,592
Бобылев,Никанор,Гурьевич,АИ-80,377
Бобылев,Никанор,Гурьевич,АИ-92,58
Бобылев,Никанор,Гурьевич,АИ-95,646
Бобылев,Никанор,Гурьевич,АИ-98,530
Бобылев,Никанор,Гурьевич,"Биодизельное топливо",637
Бобылев,Никанор,Гурьевич,"Дизельное топливо",460
Бобылев,Никанор,Гурьевич,Керосин,383
Шестаков,Стоян,Изотович,АИ-100,710
Шестаков,Стоян,Изотович,АИ-101,540
Шестаков,Стоян,Изотович,АИ-102,785
Шестаков,Стоян,Изотович,АИ-80,519
Шестаков,Стоян,Изотович,АИ-92,501
Шестаков,Стоян,Изотович,АИ-95,385
Шестаков,Стоян,Изотович,АИ-98,619
Шестаков,Стоян,Изотович,"Биодизельное топливо",743
Шестаков,Стоян,Изотович,"Дизельное топливо",597
Шестаков,Стоян,Изотович,Керосин,625
Одинцов,Назар,Феофанович,АИ-100,545
Одинцов,Назар,Феофанович,АИ-101,315
Одинцов,Назар,Феофанович,АИ-102,683
Одинцов,Назар,Феофанович,АИ-80,806
Одинцов,Назар,Феофанович,АИ-92,397
Одинцов,Назар,Феофанович,АИ-95,504
Одинцов,Назар,Феофанович,АИ-98,562
Одинцов,Назар,Феофанович,"Биодизельное топливо",630
Одинцов,Назар,Феофанович,"Дизельное топливо",661
Одинцов,Назар,Феофанович,Керосин,582
Евсеев,Вацлав,Викентьевич,АИ-100,438
Евсеев,Вацлав,Викентьевич,АИ-101,507
Евсеев,Вацлав,Викентьевич,АИ-102,667
Евсеев,Вацлав,Викентьевич,АИ-80,447
Евсеев,Вацлав,Викентьевич,АИ-92,609
Евсеев,Вацлав,Викентьевич,АИ-95,481
Евсеев,Вацлав,Викентьевич,АИ-98,428
Евсеев,Вацлав,Викентьевич,"Биодизельное топливо",356
Евсеев,Вацлав,Викентьевич,"Дизельное топливо",494
Евсеев,Вацлав,Викентьевич,Керосин,511
Колобов,Максимильян,Власович,АИ-100,552
Колобов,Максимильян,Власович,АИ-101,298
Колобов,Максимильян,Власович,АИ-102,621
Колобов,Максимильян,Власович,АИ-80,449
Колобов,Максимильян,Власович,АИ-92,259
Колобов,Максимильян,Власович,АИ-95,382
Колобов,Максимильян,Власович,АИ-98,405
Колобов,Максимильян,Власович,"Биодизельное топливо",328
Колобов,Максимильян,Власович,"Дизельное топливо",521
Колобов,Максимильян,Власович,Керосин,665
Сазонов,Адам,Иосифович,АИ-100,659
Сазонов,Адам,Иосифович,АИ-101,557
Сазонов,Адам,Иосифович,АИ-102,597
Сазонов,Адам,Иосифович,АИ-80,654
Сазонов,Адам,Иосифович,АИ-92,306
Сазонов,Адам,Иосифович,АИ-95,500
Сазонов,Адам,Иосифович,АИ-98,361
Сазонов,Адам,Иосифович,"Биодизельное топливо",564
Сазонов,Адам,Иосифович,"Дизельное топливо",656
Сазонов,Адам,Иосифович,Керосин,448
Ефремов,Наркис,Ермилович,АИ-100,179
Ефремов,Наркис,Ермилович,АИ-101,336
Ефремов,Наркис,Ермилович,АИ-102,445
Ефремов,Наркис,Ермилович,АИ-80,197
Ефремов,Наркис,Ермилович,АИ-92,194
Ефремов,Наркис,Ермилович,АИ-95,258
Ефремов,Наркис,Ермилович,АИ-98,380
Ефремов,Наркис,Ермилович,"Биодизельное топливо",411
Ефремов,Наркис,Ермилович,"Дизельное топливо",126
Ефремов,Наркис,Ермилович,Керосин,434
